location,basis,delivery_start,delivery_end,symbol,cash_price,commodity
CGB Joliet Container,-5,12/01/2026,12/31/2026,Jan 2027,$11.5100,Bean/Other
CGB Joliet Container,0,01/01/2027,01/31/2027,Jan 2027,$11.5600,Bean/Other
ADM St Louis River SRW Wheat,-3,06/01/2026,07/31/2026,June/July,$5.9450,SRW Wheat
ADM St Louis River SRW Wheat,-22,08/01/2026,08/31/2026,AUG 26,$5.8550,SRW Wheat
ADM St Louis River SRW Wheat,-25,09/01/2026,09/30/2026,SEPT 26,$5.8250,SRW Wheat
ADM St Louis River SRW Wheat,-29,10/01/2026,10/31/2026,Oct 26,$5.9500,SRW Wheat
ADM St Louis River SRW Wheat,-15,11/01/2026,11/30/2026,Nov 26,$6.0900,SRW Wheat
ADM St Louis River SRW Wheat,-3,12/01/2026,12/31/2026,Dec 26,$6.2100,SRW Wheat
ADM St Louis River SRW Wheat,-10,01/01/2027,01/31/2027,Jan 27,$6.2800,SRW Wheat
Mennel Fostoria OH SRW Wheat,-15,06/01/2026,06/30/2026,Jul 2026,$5.8300,SRW Wheat
Mennel Fostoria OH SRW Wheat,-10,07/01/2026,09/30/2026,Jul 2026,$5.8800,SRW Wheat
Mennel Fostoria OH SRW Wheat,-15,10/01/2026,12/31/2026,Dec 2026,$6.0900,SRW Wheat
